G_theta,T,V_oc,I_sc
278,29,88.54,6.0050224
239,29,88.54,5.1625912
200,29,88.54,4.32016
163,29,88.54,3.5209304
128,29,88.54,2.7649024
120,27,89.74,2.341248
164,27,89.74,3.1997056
208,27,89.74,4.0581632
246,27,89.74,4.7995584
277,28,89.14,5.6939012
299,28,89.14,6.1461244
321,28,89.14,6.5983476
373,28,89.14,7.6672388
442,28,89.14,9.0855752
455,28,89.14,9.352798
504,28,89.14,10.3600224
554,28,89.14,11.3878024
589,28,89.14,12.1072484
623,28,89.14,12.8061388
656,28,89.14,13.4844736
687,29,88.54,14.8397496
716,29,88.54,15.4661728
744,29,88.54,16.0709952
770,29,88.54,16.632616
794,30,87.94,17.980924
817,30,87.94,18.501782
837,30,87.94,18.954702
856,30,87.94,19.384976
873,30,87.94,19.769958
888,30,87.94,20.109648
900,30,87.94,20.3814
911,31,87.34,21.5826832
920,31,87.34,21.795904
926,31,87.34,21.9380512
931,31,87.34,22.0565072
933,31,87.34,22.1038896
933,31,87.34,22.1038896
930,31,87.34,22.032816
926,31,87.34,21.9380512
919,31,87.34,21.7722128
910,31,87.34,21.558992
899,31,87.34,21.2983888
886,31,87.34,20.9904032
870,31,87.34,20.611344
853,31,87.34,20.2085936
833,31,87.34,19.7347696
811,31,87.34,19.2135632
787,31,87.34,18.6449744
761,31,87.34,18.0290032
733,31,87.34,17.3656496
704,31,87.34,16.6786048
674,31,87.34,15.9678688
642,31,87.34,15.2097504
610,31,87.34,14.451632
576,30,87.94,13.044096
541,30,87.94,12.251486
503,30,87.94,11.390938
465,30,87.94,10.53039
426,30,87.94,9.647196
387,30,87.94,8.764002
347,30,87.94,7.858162
307,30,87.94,6.952322
267,30,87.94,6.046482
228,30,87.94,5.163288
190,30,87.94,4.30274
154,30,87.94,3.487484
120,30,87.94,2.71752
102,27,89.74,1.9900608
133,27,89.74,2.5948832
168,27,89.74,3.2777472
204,28,89.14,4.1933424
223,28,89.14,4.5838988
263,28,89.14,5.4061228
302,28,89.14,6.2077912
359,28,89.14,7.3794604
398,28,89.14,8.1811288
437,28,89.14,8.9827972
476,28,89.14,9.7844656
514,28,89.14,10.5655784
550,28,89.14,11.30558
586,28,89.14,12.0455816
620,28,89.14,12.744472
653,28,89.14,13.4228068
685,29,88.54,14.796548
715,29,88.54,15.444572
743,29,88.54,16.0493944
769,29,88.54,16.6110152
794,30,87.94,17.980924
817,30,87.94,18.501782
838,30,87.94,18.977348
857,30,87.94,19.407622
875,30,87.94,19.81525
890,31,87.34,21.085168
903,31,87.34,21.3931536
914,31,87.34,21.6537568
923,31,87.34,21.8669776
930,31,87.34,22.032816
934,31,87.34,22.1275808
937,31,87.34,22.1986544
936,31,87.34,22.1749632
934,31,87.34,22.1275808
930,31,87.34,22.032816
923,31,87.34,21.8669776
914,31,87.34,21.6537568
903,31,87.34,21.3931536
890,31,87.34,21.085168
874,31,87.34,20.7061088
857,31,87.34,20.3033584
838,31,87.34,19.8532256
815,31,87.34,19.308328
790,31,87.34,18.716048
762,31,87.34,18.0526944
733,31,87.34,17.3656496
702,31,87.34,16.6312224
670,30,87.94,15.17282
637,30,87.94,14.425502
605,30,87.94,13.70083
570,30,87.94,12.90822
535,30,87.94,12.11561
498,30,87.94,11.277708
461,30,87.94,10.439806
423,30,87.94,9.579258
384,30,87.94,8.696064
346,30,87.94,7.835516
307,30,87.94,6.952322
268,30,87.94,6.069128
230,30,87.94,5.20858
192,30,87.94,4.348032
156,29,88.54,3.3697248
122,29,88.54,2.6352976
117,27,89.74,2.2827168
144,27,89.74,2.8094976
185,27,89.74,3.609424
229,27,89.74,4.4678816
269,27,89.74,5.2482976
292,28,89.14,6.0022352
325,28,89.14,6.68057
369,28,89.14,7.5850164
430,28,89.14,8.838908
470,28,89.14,9.661132
508,28,89.14,10.4422448
546,28,89.14,11.2233576
583,28,89.14,11.9839148
618,28,89.14,12.7033608
652,28,89.14,13.4022512
685,28,89.14,14.080586
716,28,89.14,14.7178096
745,29,88.54,16.092596
773,29,88.54,16.6974184
799,29,88.54,17.2590392
823,30,87.94,18.637658
845,30,87.94,19.13587
866,30,87.94,19.611436
884,30,87.94,20.019064
898,30,87.94,20.336108
907,30,87.94,20.539922
914,30,87.94,20.698444
919,30,87.94,20.811674
922,30,87.94,20.879612
922,30,87.94,20.879612
923,31,87.34,21.8669776
925,31,87.34,21.91436
924,31,87.34,21.8906688
922,31,87.34,21.8432864
917,31,87.34,21.7248304
910,31,87.34,21.558992
901,31,87.34,21.3457712
890,31,87.34,21.085168
877,31,87.34,20.7771824
863,31,87.34,20.4455056
846,31,87.34,20.0427552
827,31,87.34,19.5926224
807,31,87.34,19.1187984
784,31,87.34,18.5739008
760,31,87.34,18.005312
735,31,87.34,17.413032
707,31,87.34,16.7496784
678,30,87.94,15.353988
648,30,87.94,14.674608
615,30,87.94,13.92729
581,30,87.94,13.157326
546,30,87.94,12.364716
509,30,87.94,11.526814
472,30,87.94,10.688912
433,30,87.94,9.805718
394,30,87.94,8.922524
354,30,87.94,8.016684
314,30,87.94,7.110844
274,30,87.94,6.205004
235,30,87.94,5.32181
197,30,87.94,4.461262
160,30,87.94,3.62336
125,30,87.94,2.83075
106,28,89.14,2.1788936
139,28,89.14,2.8572284
175,28,89.14,3.59723
212,29,88.54,4.5793696
251,29,88.54,5.4218008
267,29,88.54,5.7674136
289,29,88.54,6.2426312
335,29,88.54,7.236268
377,29,88.54,8.1435016
419,29,88.54,9.0507352
462,29,88.54,9.9795696
498,29,88.54,10.7571984
528,29,88.54,11.4052224
598,29,88.54,12.9172784
632,29,88.54,13.6517056
664,29,88.54,14.3429312
695,29,88.54,15.012556
707,29,88.54,15.2717656
717,30,87.94,16.237182
742,30,87.94,16.803332
802,30,87.94,18.162092
824,30,87.94,18.660304
844,30,87.94,19.113224
862,30,87.94,19.520852
879,30,87.94,19.905834
893,30,87.94,20.222878
905,31,87.34,21.440536
915,31,87.34,21.677448
923,31,87.34,21.8669776
929,31,87.34,22.0091248
901,31,87.34,21.3457712
825,31,87.34,19.54524
811,31,87.34,19.2135632
854,31,87.34,20.2322848
926,31,87.34,21.9380512
919,31,87.34,21.7722128
910,31,87.34,21.558992
898,31,87.34,21.2746976
885,31,87.34,20.966712
869,31,87.34,20.5876528
852,31,87.34,20.1849024
832,31,87.34,19.7110784
810,31,87.34,19.189872
785,31,87.34,18.597592
757,31,87.34,17.9342384
728,31,87.34,17.2471936
698,31,87.34,16.5364576
666,31,87.34,15.7783392
633,31,87.34,14.9965296
599,31,87.34,14.1910288
565,30,87.94,12.79499
529,30,87.94,11.979734
492,30,87.94,11.141832
454,30,87.94,10.281284
415,30,87.94,9.39809
377,30,87.94,8.537542
338,30,87.94,7.654348
299,30,87.94,6.771154
260,30,87.94,5.88796
222,30,87.94,5.027412
185,30,87.94,4.18951
150,30,87.94,3.3969
117,30,87.94,2.649582
107,28,89.14,2.1994492
134,28,89.14,2.7544504
164,28,89.14,3.3711184
187,28,89.14,3.8438972
210,28,89.14,4.316676
247,28,89.14,5.0772332
285,28,89.14,5.858346
343,28,89.14,7.0505708
403,29,88.54,8.7051224
460,29,88.54,9.936368
499,29,88.54,10.7787992
538,29,88.54,11.6212304
575,29,88.54,12.42046
611,29,88.54,13.1980888
646,29,88.54,13.9541168
679,29,88.54,14.6669432
711,29,88.54,15.3581688
741,30,87.94,16.780686
769,30,87.94,17.414774
796,30,87.94,18.026216
821,30,87.94,18.592366
843,31,87.34,19.9716816
864,31,87.34,20.4691968
883,31,87.34,20.9193296
900,31,87.34,21.32208
915,31,87.34,21.677448
928,31,87.34,21.9854336
939,31,87.34,22.2460368
947,31,87.34,22.4355664
954,31,87.34,22.6014048
958,31,87.34,22.6961696
960,31,87.34,22.743552
960,31,87.34,22.743552
958,31,87.34,22.6961696
954,31,87.34,22.6014048
947,31,87.34,22.4355664
938,31,87.34,22.2223456
928,31,87.34,21.9854336
915,31,87.34,21.677448
900,31,87.34,21.32208
883,31,87.34,20.9193296
864,31,87.34,20.4691968
841,31,87.34,19.9242992
816,31,87.34,19.3320192
788,31,87.34,18.6686656
759,31,87.34,17.9816208
728,31,87.34,17.2471936
695,31,87.34,16.465384
662,31,87.34,15.6835744
629,31,87.34,14.9017648
594,31,87.34,14.0725728
558,31,87.34,13.2196896
521,30,87.94,11.798566
483,30,87.94,10.938018
444,30,87.94,10.054824
404,30,87.94,9.148984
364,30,87.94,8.243144
323,30,87.94,7.314658
282,30,87.94,6.386172
242,30,87.94,5.480332
203,30,87.94,4.597138
165,30,87.94,3.73659
129,30,87.94,2.921334
122,27,89.74,2.3802688
159,28,89.14,3.2683404
197,28,89.14,4.0494532
237,28,89.14,4.8716772
278,28,89.14,5.7144568
311,28,89.14,6.3927916
361,28,89.14,7.4205716
402,28,89.14,8.2633512
443,28,89.14,9.1061308
483,29,88.54,10.4331864
494,29,88.54,10.6707952
531,29,88.54,11.4700248
565,29,88.54,12.204452
633,29,88.54,13.6733064
649,29,88.54,14.0189192
700,29,88.54,15.12056
731,29,88.54,15.7901848
760,30,87.94,17.21096
788,30,87.94,17.845048
814,30,87.94,18.433844
838,31,87.34,19.8532256
861,31,87.34,20.3981232
881,31,87.34,20.8719472
899,31,87.34,21.2983888
913,31,87.34,21.6300656
923,31,87.34,21.8669776
931,31,87.34,22.0565072
936,31,87.34,22.1749632
939,31,87.34,22.2460368
941,31,87.34,22.2934192
942,31,87.34,22.3171104
943,31,87.34,22.3408016
941,31,87.34,22.2934192
938,31,87.34,22.2223456
933,31,87.34,22.1038896
925,31,87.34,21.91436
916,31,87.34,21.7011392
904,32,86.74,22.3617056
891,32,86.74,22.0401324
876,32,86.74,21.6690864
858,32,86.74,21.2238312
839,32,86.74,20.7538396
817,32,86.74,20.2096388
794,32,86.74,19.6407016
768,32,86.74,18.9975552
742,32,86.74,18.3544088
714,31,87.34,16.9155168
685,31,87.34,16.228472
655,31,87.34,15.517736
623,31,87.34,14.7596176
590,31,87.34,13.977808
555,30,87.94,12.56853
517,30,87.94,11.707982
479,30,87.94,10.847434
440,30,87.94,9.96424
400,30,87.94,9.0584
359,30,87.94,8.129914
319,30,87.94,7.224074
278,30,87.94,6.295588
238,30,87.94,5.389748
199,30,87.94,4.506554
161,30,87.94,3.646006
126,30,87.94,2.853396
129,28,89.14,2.6516724
166,28,89.14,3.4122296
205,28,89.14,4.213898
246,28,89.14,5.0566776
288,28,89.14,5.9200128
330,28,89.14,6.783348
371,28,89.14,7.6261276
412,28,89.14,8.4689072
452,28,89.14,9.2911312
491,28,89.14,10.0927996
529,28,89.14,10.8739124
567,28,89.14,11.6550252
603,29,88.54,13.0252824
639,29,88.54,13.8029112
673,29,88.54,14.5373384
706,29,88.54,15.2501648
737,29,88.54,15.9197896
767,29,88.54,16.5678136
795,30,87.94,18.00357
820,30,87.94,18.56972
844,30,87.94,19.113224
866,30,87.94,19.611436
886,31,87.34,20.9904032
904,31,87.34,21.4168448
888,31,87.34,21.0377856
876,31,87.34,20.7534912
946,31,87.34,22.4118752
956,31,87.34,22.6487872
963,31,87.34,22.8146256
969,31,87.34,22.9567728
932,31,87.34,22.0801984
929,31,87.34,22.0091248
971,31,87.34,23.0041552
968,31,87.34,22.9330816
962,31,87.34,22.7909344
954,31,87.34,22.6014048
944,31,87.34,22.3644928
932,31,87.34,22.0801984
918,31,87.34,21.7485216
902,31,87.34,21.3694624
884,31,87.34,20.9430208
864,31,87.34,20.4691968
842,31,87.34,19.9479904
818,31,87.34,19.3794016
792,31,87.34,18.7634304
763,31,87.34,18.0763856
734,31,87.34,17.3893408
702,31,87.34,16.6312224
669,31,87.34,15.8494128
635,30,87.94,14.38021
599,30,87.94,13.564954
532,30,87.94,12.047672
506,30,87.94,11.458876
458,30,87.94,10.371868
321,30,87.94,7.269366
324,30,87.94,7.337304
317,30,87.94,7.178782
276,30,87.94,6.250296
252,30,87.94,5.706792
241,30,87.94,5.457686
201,30,87.94,4.551846
163,30,87.94,3.691298
127,30,87.94,2.876042
115,27,89.74,2.243696
153,27,89.74,2.9850912
186,27,89.74,3.6289344
222,28,89.14,4.5633432
281,28,89.14,5.7761236
332,28,89.14,6.8244592
373,28,89.14,7.6672388
414,28,89.14,8.5100184
454,28,89.14,9.3322424
494,28,89.14,10.1544664
533,28,89.14,10.9561348
570,28,89.14,11.716692
607,28,89.14,12.4772492
642,28,89.14,13.1966952
676,28,89.14,13.8955856
708,29,88.54,15.2933664
738,29,88.54,15.9413904
767,29,88.54,16.5678136
795,29,88.54,17.172636
820,29,88.54,17.712656
844,30,87.94,19.113224
866,30,87.94,19.611436
886,30,87.94,20.064356
904,30,87.94,20.471984
917,30,87.94,20.766382
924,30,87.94,20.924904
930,30,87.94,21.06078
933,31,87.34,22.1038896
934,31,87.34,22.1275808
933,31,87.34,22.1038896
933,31,87.34,22.1038896
934,31,87.34,22.1275808
933,31,87.34,22.1038896
930,31,87.34,22.032816
925,31,87.34,21.91436
917,31,87.34,21.7248304
907,31,87.34,21.4879184
895,31,87.34,21.203624
881,31,87.34,20.8719472
864,31,87.34,20.4691968
846,31,87.34,20.0427552
826,31,87.34,19.5689312
804,31,87.34,19.0477248
781,31,87.34,18.5028272
756,31,87.34,17.9105472
729,30,87.94,16.508934
701,30,87.94,15.874846
671,30,87.94,15.195466
640,30,87.94,14.49344
607,30,87.94,13.746122
573,30,87.94,12.976158
538,30,87.94,12.183548
501,30,87.94,11.345646
464,30,87.94,10.507744
425,30,87.94,9.62455
387,30,87.94,8.764002
347,30,87.94,7.858162
308,30,87.94,6.974968
269,30,87.94,6.091774
230,30,87.94,5.20858
193,30,87.94,4.370678
156,30,87.94,3.532776
122,30,87.94,2.762812
132,27,89.74,2.5753728
170,27,89.74,3.316768
208,28,89.14,4.2755648
249,28,89.14,5.1183444
290,28,89.14,5.961124
331,28,89.14,6.8039036
372,28,89.14,7.6466832
414,28,89.14,8.5100184
455,28,89.14,9.352798
496,28,89.14,10.1955776
535,28,89.14,10.997246
574,28,89.14,11.7989144
611,28,89.14,12.5594716
647,28,89.14,13.2994732
682,28,89.14,14.0189192
716,28,89.14,14.7178096
747,29,88.54,16.1357976
778,29,88.54,16.8054224
806,29,88.54,17.4102448
832,29,88.54,17.9718656
857,30,87.94,19.407622
880,30,87.94,19.92848
900,30,87.94,20.3814
919,30,87.94,20.811674
936,30,87.94,21.196656
951,30,87.94,21.536346
963,30,87.94,21.808098
974,30,87.94,22.057204
983,30,87.94,22.261018
989,30,87.94,22.396894
993,30,87.94,22.487478
994,30,87.94,22.510124
993,30,87.94,22.487478
990,30,87.94,22.41954
985,31,87.34,23.335832
977,31,87.34,23.1463024
968,31,87.34,22.9330816
956,31,87.34,22.6487872
942,31,87.34,22.3171104
926,31,87.34,21.9380512
908,31,87.34,21.5116096
888,31,87.34,21.0377856
866,31,87.34,20.5165792
842,31,87.34,19.9479904
816,31,87.34,19.3320192
789,31,87.34,18.6923568
759,31,87.34,17.9816208
729,30,87.94,16.508934
696,30,87.94,15.761616
662,30,87.94,14.991652
626,30,87.94,14.176396
590,30,87.94,13.36114
552,30,87.94,12.500592
513,30,87.94,11.617398
473,30,87.94,10.711558
432,30,87.94,9.783072
390,30,87.94,8.83194
348,30,87.94,7.880808
306,30,87.94,6.929676
264,30,87.94,5.978544
223,30,87.94,5.050058
182,30,87.94,4.121572
143,30,87.94,3.238378
107,30,87.94,2.423122
133,28,89.14,2.7338948
163,28,89.14,3.3505628
199,28,89.14,4.0905644
237,28,89.14,4.8716772
295,28,89.14,6.063902
336,28,89.14,6.9066816
377,29,88.54,8.1435016
418,29,88.54,9.0291344
458,29,88.54,9.8931664
497,29,88.54,10.7355976
535,29,88.54,11.556428
573,29,88.54,12.3772584
609,29,88.54,13.1548872
644,29,88.54,13.9109152
677,29,88.54,14.6237416
709,29,88.54,15.3149672
740,30,87.94,16.75804
769,30,87.94,17.414774
796,30,87.94,18.026216
822,31,87.34,19.4741664
845,31,87.34,20.019064
867,31,87.34,20.5402704
887,31,87.34,21.0140944
905,31,87.34,21.440536
921,31,87.34,21.8195952
935,32,86.74,23.128534
947,32,86.74,23.4253708
957,32,86.74,23.6727348
965,32,86.74,23.870626
971,32,86.74,24.0190444
974,32,86.74,24.0932536
975,32,86.74,24.11799
974,32,86.74,24.0932536
971,32,86.74,24.0190444
966,32,86.74,23.8953624
959,32,86.74,23.7222076
949,32,86.74,23.4748436
937,32,86.74,23.1780068
924,32,86.74,22.8564336
908,32,86.74,22.4606512
890,32,86.74,22.015396
870,32,86.74,21.520668
848,32,86.74,20.9764672
825,32,86.74,20.40753
800,32,86.74,19.78912
773,32,86.74,19.1212372
745,32,86.74,18.428618
715,32,86.74,17.686526
683,31,87.34,16.1810896
650,31,87.34,15.39928
615,31,87.34,14.570088
579,31,87.34,13.7172048
541,31,87.34,12.8169392
502,31,87.34,11.8929824
463,31,87.34,10.9690256
422,31,87.34,9.9976864
381,31,87.34,9.0263472
340,31,87.34,8.055008
299,31,87.34,7.0836688
257,31,87.34,6.0886384
217,31,87.34,5.1409904
177,31,87.34,4.1933424
139,30,87.94,3.147794
103,30,87.94,2.332538
124,28,89.14,2.5488944
159,28,89.14,3.2683404
203,28,89.14,4.1727868
233,28,89.14,4.7894548
270,29,88.54,5.832216
319,29,88.54,6.8906552
366,29,88.54,7.9058928
404,29,88.54,8.7267232
455,29,88.54,9.828364
506,29,88.54,10.9300048
545,29,88.54,11.772436
582,29,88.54,12.5716656
618,29,88.54,13.3492944
653,29,88.54,14.1053224
687,29,88.54,14.8397496
719,29,88.54,15.5309752
750,30,87.94,16.9845
779,30,87.94,17.641234
806,30,87.94,18.252676
832,31,87.34,19.7110784
855,31,87.34,20.255976
876,31,87.34,20.7534912
896,31,87.34,21.2273152
913,31,87.34,21.6300656
928,32,86.74,22.9553792
939,32,86.74,23.2274796
948,32,86.74,23.4501072
955,32,86.74,23.623262
960,32,86.74,23.746944
963,32,86.74,23.8211532
964,32,86.74,23.8458896
964,32,86.74,23.8458896
962,32,86.74,23.7964168
958,32,86.74,23.6974712
951,32,86.74,23.5243164
943,32,86.74,23.3264252
932,32,86.74,23.0543248
920,32,86.74,22.757488
905,32,86.74,22.386442
889,32,86.74,21.9906596
870,32,86.74,21.520668
850,32,86.74,21.02594
828,32,86.74,20.4817392
806,32,86.74,19.9375384
782,32,86.74,19.3438648
756,32,86.74,18.7007184
728,32,86.74,18.0080992
699,32,86.74,17.2907436
668,31,87.34,15.8257216
634,31,87.34,15.0202208
600,31,87.34,14.21472
563,31,87.34,13.3381456
526,31,87.34,12.4615712
488,31,87.34,11.5613056
449,31,87.34,10.6373488
409,31,87.34,9.6897008
369,31,87.34,8.7420528
329,31,87.34,7.7944048
288,31,87.34,6.8230656
248,31,87.34,5.8754176
208,31,87.34,4.9277696
170,31,87.34,4.027504
133,31,87.34,3.1509296
119,28,89.14,2.4461164
151,28,89.14,3.1038956
186,29,88.54,4.0177488
222,29,88.54,4.7953776
260,29,88.54,5.616208
299,29,88.54,6.4586392
338,29,88.54,7.3010704
378,29,88.54,8.1651024
418,29,88.54,9.0291344
458,29,88.54,9.8931664
497,29,88.54,10.7355976
536,29,88.54,11.5780288
573,29,88.54,12.3772584
609,29,88.54,13.1548872
644,29,88.54,13.9109152
677,30,87.94,15.331342
709,30,87.94,16.056014
739,30,87.94,16.735394
768,31,87.34,18.1948416
794,31,87.34,18.8108128
818,31,87.34,19.3794016
840,32,86.74,20.778576
861,32,86.74,21.2980404
880,32,86.74,21.768032
896,32,86.74,22.1638144
910,32,86.74,22.510124
922,32,86.74,22.8069608
932,32,86.74,23.0543248
940,32,86.74,23.252216
946,32,86.74,23.4006344
949,32,86.74,23.4748436
950,32,86.74,23.49958
949,33,86.14,24.4667384
946,33,86.14,24.3893936
940,33,86.14,24.234704
933,33,86.14,24.0542328
923,33,86.14,23.7964168
911,33,86.14,23.4870376
897,33,86.14,23.1260952
882,33,86.14,22.7393712
864,33,86.14,22.2753024
844,33,86.14,21.7596704
821,33,86.14,21.1666936
797,33,86.14,20.5479352
770,33,86.14,19.851832
741,33,86.14,19.1041656
711,32,86.74,17.5875804
679,32,86.74,16.7960156
647,32,86.74,16.0044508
613,32,86.74,15.1634132
578,32,86.74,14.2976392
542,32,86.74,13.4071288
504,31,87.34,11.9403648
466,31,87.34,11.0400992
427,31,87.34,10.1161424
388,31,87.34,9.1921856
347,31,87.34,8.2208464
307,31,87.34,7.2731984
268,31,87.34,6.3492416
229,31,87.34,5.4252848
191,31,87.34,4.5250192
155,31,87.34,3.672136
121,31,87.34,2.8666352
109,28,89.14,2.2405604
145,28,89.14,2.980562
183,28,89.14,3.7616748
223,29,88.54,4.8169784
264,29,88.54,5.7026112
306,29,88.54,6.6098448
347,29,88.54,7.4954776
389,29,88.54,8.4027112
431,29,88.54,9.3099448
472,29,88.54,10.1955776
512,29,88.54,11.0596096
552,29,88.54,11.9236416
590,29,88.54,12.744472
628,29,88.54,13.5653024
664,29,88.54,14.3429312
698,29,88.54,15.0773584
731,30,87.94,16.554226
763,30,87.94,17.278898
793,30,87.94,17.958278
820,31,87.34,19.426784
846,31,87.34,20.0427552
871,31,87.34,20.6350352
893,32,86.74,22.0896052
913,32,86.74,22.5843332
931,32,86.74,23.0295884
948,32,86.74,23.4501072
962,32,86.74,23.7964168
975,32,86.74,24.11799
985,32,86.74,24.365354
993,32,86.74,24.5632452
999,32,86.74,24.7116636
1002,32,86.74,24.7858728
1003,32,86.74,24.8106092
1002,32,86.74,24.7858728
998,32,86.74,24.6869272
993,33,86.14,25.6011288
985,33,86.14,25.394876
975,33,86.14,25.13706
962,33,86.14,24.8018992
947,33,86.14,24.4151752
931,33,86.14,24.0026696
912,33,86.14,23.5128192
892,33,86.14,22.9971872
869,33,86.14,22.4042104
844,33,86.14,21.7596704
818,33,86.14,21.0893488
790,33,86.14,20.367464
760,32,86.74,18.799664
729,32,86.74,18.0328356
696,32,86.74,17.2165344
662,32,86.74,16.3754968
627,32,86.74,15.5097228
591,32,86.74,14.6192124
553,32,86.74,13.6792292
514,32,86.74,12.7145096
474,32,86.74,11.7250536
434,31,87.34,10.2819808
393,31,87.34,9.3106416
352,31,87.34,8.3393024
310,31,87.34,7.344272
269,31,87.34,6.3729328
227,31,87.34,5.3779024
187,31,87.34,4.4302544
148,31,87.34,3.5062976
111,31,87.34,2.6297232
123,28,89.14,2.5283388
161,28,89.14,3.3094516
201,28,89.14,4.1316756
